product_no,product_name,ingredients,category
147,Alpro Badem Sütü,"Su, Badem (2, 3, Şeker, Kalsiyum (kalsiyum Karbonat, Deniz Tuzu, Stabilizörler (guar Gam, Jellan Gam, Aroma Verici, Emülgatör (lesitin, Vitaminler (B12 (siyanokobalamin, D2 (ergokalsiferol, E (dl-alfa-tokoferil Asetat",Süt Ürünleri
148,Alpro Çikolatalı Badem Sütü 1 lt,,Süt Ürünleri
149,Alpro Fındık Sütü,"Su, Şeker, Fındık (2, 8, Trikalsiyum Fosfat, Deniz Tuzu, Stabilizörler (keçiboynuzu Gamı, Jellan Gam, Emülgatör (lesitinler (ayçiçeği, Vitaminler (B2 [riboflavin, B12 [siyanokobalamin, E [dl-alfa-tokoferil Asetat, D [ergokalsiferol",Süt Ürünleri
150,Alpro Hindistan Cevizi Badem Sütü,"SU, HİNDİSTAN CEVİZİ SÜTÜ(%3, 3, ŞEKER, BADEM(%1, 4, TRİKALSİYUM FOSFAT, DENİZ TUZU, STABİLİZÖRLER(KEÇİBOYNUZU GAMI, JELLAN GAM, EMÜLGATÖRLER (AYÇİÇEK LESİTİNİ, AROMA VERİCİ, ASİTLİK DÜZENLEYİCİ(POTASYUM FOSFATLAR, VİTAMİNLER(B2, B12, E, D",Süt Ürünleri
151,Alpro Hindistan Cevizi Sütü,"Su, Hindistan Cevizi Sütü (%5, 3) (hindistan Cevizi Kreması, Su, Pirinç (%3, 3, Tri-kalsiyum Fosfat, Stabilizörler (guar Gam, Jellan Gam, Ksantan Gam, Deniz Tuzu, Aroma Vericiler, Vitaminler (B12 [siyanokobalamin, D [ergokalsiferol",Süt Ürünleri
152,Alpro Şekersiz Hindistan Cevizi Sütü,"SU, HİNDİSTAN CEVİZİ SÜTÜ(%7, HİNDİSTAN CEVİZİ SUYU(%2, 6, TRİKALSİYUM FOSFAT, DOĞAL HİNDİSTAN CEVİZİ AROMASI, STABİLİZÖRLER(GUAR GAM, KSANTAN GUM, JELLAN GAM, DENİZ TUZU, VİTAMİNLER(B12, D",Süt Ürünleri
153,Alpro Şekersiz Yulaf Sütü,"Yulaf Karışımı (su, Yulaf(8, 7, Hindiba Kökü Lifi, Ayçiçek Yağı, Kalsiyum Karbonat, Deniz Tuzu, Stabilizör (jellan Gam, Vitaminler (B2 [riboflavin, B12 [siyanokobalamin, D[ergokalsiferol",Süt Ürünleri
154,Altat Salamura Yaprak,,Temel Gıda
155,Altın Su Böreği Kg,"Un, Tuz, Su, Bitkisel Yağ, Tereyeğı, Yumurta, Peynir",Fırın
156,Altınkılıç Ezine Beyaz Peynir %35 Koyun %40 Keçi %25 İnek Kg,"Pastörize Koyun (%35-45, Keçi (en Az %40) Ve İnek (en Fazla %25) Sütleri, Peynir Mayası, Tuz",Süt Ürünleri
157,Altınkılıç Ezine Peyniri 3 Dilim %35 Koyun %40 Keçi %25 İnek,"Pastörize koyun(%35-45, Keçi(en Az %40) Ve Inek(en Fazla %25) Sütleri, Paynir Mayası, Tuz",Süt Ürünleri
158,Altınkılıç Fatih Klasik Beyaz Peynir Kg,"PASTÖRİZE İNEK SÜTÜ, PEYNİR MAYASI, TUZ",Süt Ürünleri
159,Altınkılıç İzmir Tulum Peyniri Kg,"PASTÖRİZE İNEK SÜTÜ, PEYNİR MAYASI, TUZ",Süt Ürünleri
160,Altınkılıç Kefir Sade,"PASTÖRİZE İNEK SÜTÜ, KEFİR MAYASI, KEFİR KÜLTÜRÜ",İçecekler
161,Altınkılıç Kefir Sade,"PASTÖRİZE İNEK SÜTÜ, KEFİR MAYASI, KEFİR KÜLTÜRÜ",İçecekler
162,Altınkılıç Kefirix Ballı & Muzlu,"PASTÖRİZE İNEK SÜTÜ, KEFİR MAYASI, KEFİR KÜLTÜRÜ, BALLI-MUZLU MEYVE SOSU (%15) [MUZ PÜRESİ(%5, BAL(%0, 75, LİMON SUYU KONSANTRESİ, ŞEKER, MODİFİYE NİŞASTA, KIVAM ARTTIRICILAR(KEÇİ BOYNUZU GAMI, GUAR GAM",İçecekler
163,Altınkılıç Kefirix Çilek,"PASTÖRİZE İNEK SÜTÜ, KEFİR MAYASI, KEFİR KÜLTÜRÜ, ÇİLEKLİ MEYVE SOSU(% 15)[ÇİLEK(%5, 3, LİMON SUYU KONSANTRESİ, ŞEKER, MODİFİYE NİŞASTA, KIVAM ARTTIRICILAR(KSANTAN GAM, PEKTİNLER",İçecekler
164,Altınkılıç Kefirix Orman,"PASTÖRİZE İNEK SÜTÜ, KEFİR MAYASI, KEFİR KÜLTÜRÜ, ORMAN MEYVELİ SOS (%15) [AHUDUDU(%3, BÖĞÜRTLEN(%2, 1, ÇİLEK(%2, LİMON SUYU KONSANTRESİ, ŞEKER, KIVAM ARTTIRICI(PEKTİN",İçecekler
165,Altınkılıç Kefirix Yaban Mersini,"PASTÖRİZE İNEK SÜTÜ, KEFİR MAYASI, KEFİR KÜLTÜRÜ, YABAN MERSİNİ MEYVE SOSU (%15) [YABAN MERSİNİ PÜRESİ(%1, 5, LİMON SUYU KONSANTRESİ, ŞEKER, KIVAM ARTTIRICILAR(KEÇİ BOYNUZU GAMI, GUAR GAM",İçecekler
166,Altınkılıç Klasik İnek Peyniri 3 Dilim,"PASTÖRİZE İNEK SÜTÜ, PEYNİR MAYASI, TUZ",Süt Ürünleri
167,Altınkılıç Klasik İnek Peyniri,"PASTÖRİZE İNEK SÜTÜ, PEYNİR MAYASI, TUZ",Süt Ürünleri
168,Altınkılıç Klasik İnek Peyniri Kg,,Süt Ürünleri
169,Altınkılıç Laktozsuz Kefir,"PASTÖRİZE İNEK SÜTÜ, KEFİR MAYASI, KEFİR KÜLTÜRÜ, LAKTAZ ENZİMİ",İçecekler
170,Altınkılıç Mandra Tam Yağlı Olgunlaştırılmış Eski Kaşar Peyniri,"Pastörize Inek Sütü, Peynir Mayası, Tuz",Süt Ürünleri
171,Altınkılıç Olgunlaştırılmış Peynir 3 Dilim %80 Keçi %10 Koyun %10 İnek,,Süt Ürünleri
172,Altınkılıç Olgunlaştırılmış Tam Beyaz Peynir %80 Keçi-%10 Koyun-%10 İnek,"Pastörize Keçi sütü(%80, Keçi sütü(%40, Koyun sütü(%10, Inek Sütü (%10) Peynir Mayası, Tuz.kuru Maddede En Az %45 Süt Yağı Içerir",Süt Ürünleri
173,Altınkılıç Tam Yağlı Eski Kaşar Peyniri,,Süt Ürünleri
174,Altınkılıç Tam Yağlı İzmir Tulum Peyniri,,Süt Ürünleri
175,Altınkılıç Tam Yağlı Klasik İnek Peyniri,,Süt Ürünleri
176,Altınkılıç Tam Yağlı Olgunlaştırılmış Eski Kaşar Peyniri Kg,"İnek Sütü, Koyun Sütü, Keçi Sütü, Tuz, Peynir Mayası, Peynir Kültürü",Süt Ürünleri
177,Altınkılıç Tam Yağlı Olgunlaştırılmış Tulum Peyniri,"Pastörize Inek Sütü, Peynir Mayası, Tuz",Süt Ürünleri
178,Altınkılıç Tam Yağlı Otlu Beyaz Peynir,,Süt Ürünleri
179,Altınkılıç Tam Yağlı Otlu Beyaz Peynir Kg,"PASTÖRİZE İNEK SÜTÜ (%90, MENDO OTU (%10, PEYNİR MAYASI, TUZ",Süt Ürünleri
180,Altınkılıç Trakya Eski Kaşar Peyniri Kg,"PASTÖRİZE KOYUN SÜTÜ (%45, KEÇİ SÜTÜ (%40, İNEK SÜTÜ (%15, PEYNİR MAYASI, TUZ",Süt Ürünleri
181,Aly Baklavalık Yufka,"Buğday Unu, Içme Suyu, Nişasta, Tuz, koruyucular(E282-kalsiyum Propiyonat, E202-potasyum Sorbat",Fırın
182,Aly Nachos Glutensiz Mısır Cipsi,"Mısır Unu %73 (fransa Ve İtalya'dan, Bitkisel Yağ(palm, Su, Tuz",Sağlıklı Yaşam
183,Aly Taco Shells,"Mısır Unu, Ayçiçek Yağı, Su, Tuz",Fırın
184,Aly Tortilla Lavaş 15Cm 10'lu,"Buğday Unu, Su, Bitkisel Margarin (palm Ve Pamuk Yağı, Tuz, Şeker, Stabilizatör (gliserol, Emülgatör (bitkisel Yağ Asitlerinin Mono Ve digliseridleri(E471, Koruyucular (kalsiyum propionat(E282, Postasyum sorbat(E202, Kabartıcılar (sodyum Asit Pirofosfat, Sodyum Bikarbonat, Asitlik Düzenleyiciler (malik Asit, Sitrik Asit",Fırın
185,Aly Tortilla Lavaş 25 Cm,,Fırın
186,Aly Tortilla Tam Buğdaylı 15 cm 10'lu,"Tam Buğday Unu %60, Buğday Unu %40, Içme Suyu, Bitkisel Yağ (palm Ve Pamuk Yağı, Tuz, Şeker, Stabilizatör (gliserol, Emülgatör (bitkiselyağ Asitlerinin Mono Ve Digliseridleri, Koruyucular (postasyum Sorbat, Kalsiyum Propionat, Kabartıcılar (sodyum Bikarbonat, Sodyum Asit Pirofosfat, Asitlik Düzenleyiciler (malik Asit, Sitrik Asit",Fırın
187,Aly Tortilla Tam Buğdaylı 25 cm,,Fırın
188,Aly Üçgen Yufka,"Buğday Unu, Su, Nişasta, Tuz, koruyucular(E282-kalsiyum Propiyonat, E202-potasyum Sorbat",Fırın
189,Amora Hardal,"Su, Hardal Tohumları %26, Beyaz Sirke, Tuz, Asitlik düzenleyici:E330, Koruyucu: Potasyum Metabisülfat (E224",Temel Gıda
190,Amora Lotus Dijon Hardal,"Su, Hardal Tohumu, sirke(%20, Tuz, Asitlik Düzenleyici(sitrik Asit, Koruyucu(potasyum Disülfit",Temel Gıda
191,Amora Sıkma Dijon Hardal,"Su, Hardal Tohumu, Sirke, Tuz, Asitlik Düzenleyici(sitrik Asit, koruyucu(E224, Stabilizör(ksantam Gam",Temel Gıda
192,Amoy Az Tuzlu Soya Sos,"Su, Soya Fasulyesi (%13, Tuz (%10, Şeker, Buğday Unu, renklendirici(E150a, Asitlik düzenleyici(E270, koruyucu(E202, Aroma Arttırıcı (E631, E627",Temel Gıda
193,Amoy Oyster (İstridye) Sosu,"Su, Şeker, Tuz, Modifiye Mısır Nişastası, Istiridye özü(%2, 2, Istiridye Özü (su, Istiridye, Tuz, Su, Aroma Artırıcı E621(yumuşakça Içerir, Aroma artırıcılar(E621, E631, E627, Renklendirici E150c, Doğal Selamotu Aroma Verici",Temel Gıda
194,Amoy Soya Sosu,"Su, Soya Fasulyesi (%18, Buğday Unu, Şeker, Renklendirici (E150a, Koruyucu ( E202, Aroma Arttırıcı (E627, E631",Temel Gıda
195,Amoy Susam Yağı,"Susam yağı(%60, Soya Fasülyesi yağı(%40, Antioksidan E304, Asitlik Düzenleyici E330",Temel Gıda
196,Amoy Tatlı Ekşi Sos,"Su, Pirinç Sirkesi ( Su, Pirinç) Şeker, Modifiye Mısır Nişastası, Soğan, Soya Fasulyesi Yağı, Soya Sosu, Su Soya Fasulyesi, Tuz, Buğday Unu) Yeşil Biber ( %1, 4, Zencefil, Zingiber Officinale, Acı Biber Tuz, renklendirici:E160c, Asitlik Düzenleyi",Temel Gıda
197,Anamour Kurutulmuş Elma Dilimleri,Elma,Atıştırmalık
198,Anamour Trabzon Hurması Dilimleri,Trabzon Hurması,Atıştırmalık
199,Anason,,Temel Gıda
200,Anavarza Akıllı Kapak Süzme Çiçek Balı,BAL,Kahvaltılık Ürünler
201,Anavarza Kestane Balı,BAL,Kahvaltılık Ürünler
202,Anavarza Keven & Kekik Balı,BAL,Kahvaltılık Ürünler
203,Anavarza Keven & Kekik Balı,BAL,Kahvaltılık Ürünler
204,Anavarza Kral Şakir Tüp Bal Çam Balı,BAL,Kahvaltılık Ürünler
205,Anavarza Krem Bal,BAL,Kahvaltılık Ürünler
206,Anavarza Süzme Çam Balı,Türkiye,Kahvaltılık Ürünler
207,Anavarza Süzme Çiçek Balı,BAL,Kahvaltılık Ürünler
208,Anavarza Süzme Çiçek Balı,Süzme Çiçek Balı,Kahvaltılık Ürünler
209,Anavarza Süzme Çiçek Balı,BAL,Kahvaltılık Ürünler
210,Anavarza Süzme Çiçek Balı,BAL,Kahvaltılık Ürünler
211,Anket Dana Kıyma,Dana Kıyma,"Et, Tavuk, Balık"
212,Anket Dana Kuşbaşı,Dana Kuşbaşı,"Et, Tavuk, Balık"
213,Anket Dana Kuzu Kıyma,"Dana %80, Kuzu %20","Et, Tavuk, Balık"
214,Anket Pişmiş Dana Döner,"Dana Eti Ve Yağı, Kuzu Yağı, Yoğurt, Süt Proteini) Soğan, Baharat Karışımı, Tuz, stabilizör(E450","Et, Tavuk, Balık"
215,Anna'S Almond Bisküvi,,Atıştırmalık
216,Anna'S Cappuccino,,Atıştırmalık
217,Anna'S Chocolate & Orange,,Atıştırmalık
218,Anna'S Original Ginger,,Atıştırmalık
219,Antep Dolma Kg,"Pirinç, Kuru Soğan, Acı Yemeklik Sos (kırmızı Acı Biber, Tuz, Modifiye Mısır Nişastası, Ayçiçek Yağı, Karabiber, Kekik, Asit Düzenleyici (sitrik Asit, Askorbik Asit, Kıvam Artırıcı (ksantangam, Emülsifiye Edici (soya Lesitini) Koruyucu (potasyum Sorbat, Sodyum Benzoat, Tatlı Yemeklik Sos (kırmızı Tatlı Biber, Tuz, Modifiye Mısır Nişastası, Ayçiçek Yağı, Karabiber, Kekik, Asit Düzenleyici (sitrik Asit, Askorbik Asit, Kıvam Artırıcı (ksantangam, Emülsifiye Edici (soya Lesitini) Koruyucu (pota",Hazır Yemek&Donuk Ürünler
220,Anthon Berg Likörlü Çikolata,"1-Anthon Berg Dolgulu (%33) Bitter #ikolata Alkol ##erirsouthern Comfort Viski Kullan#lm##t#r.##indekiler: #eker, Kakao Kitlesi, Kakao Ya, Su, i#ki (%5) (viski, Alkol. Son #r#ndeki Alkol Oran# %1, 9#dur. Bitter #ikolata, Toplam Kakao Kuru Maddesi En Az",Atıştırmalık
221,Antre Gourmet Abaza Peyniri,"Pastörize Inek Sütü, Peynir Kültürü, Peynir Mayası, Tuz",Süt Ürünleri
222,Antre Gourmet Bergama Tulum Peyniri,"Pastörize Koyun, Keçi, Inek Sütü Karışımı, Peynir Mayası, Tuz",Süt Ürünleri
223,Antre Gourmet Beyaz Peynir (Keçi),"Pastörize Keçi Sütü, Koyun Sütü, Inek Sütü, Peynir Mayası, Tuz",Süt Ürünleri
224,Antre Gourmet Ezine Beyaz Peynir Kg,"Pastörize Keçi Sütü, Koyun Sütü, Inek Sütü, Peynir Mayası, Tuz",Süt Ürünleri
225,Antre Gourmet Klasik İnek Peyniri,"Pastörize Inek Sütü, Peynir Mayası, Tuz",Süt Ürünleri
226,Antre Gourmet Malatya Peyniri Kg,"Pastörize Inek Sütü, Peynir Mayası, Tuz, Kalsiyum Klorür",Süt Ürünleri
227,Antre Gourmet Mersin Tulum Peyniri Kg,Laktoz,Süt Ürünleri
228,Antre Gourmet Saganaki Peyniri,"Pastörize Inek Sütü, Peynir Mayası, Tuz",Süt Ürünleri
229,Antre Gourmet Sepet Peyniri,"Psatörize Inek Sütü, Peynir Mayası, Tuz",Süt Ürünleri
230,Antre Gourmet Taze Mihaliç Peyniri,"Pastörize Inek Sütü, Peynir Mayası, Tuz",Süt Ürünleri
231,Antre Gourmet Trakya Eski Kaşar Peynir,"Pastörize Inek Sütü, Koyun Sütü, Keçi Sütü Karışımı, Peynir Mayası, Tuz",Süt Ürünleri
232,Apikoğlu Bratwurst Sosis Kg,"Dana Eti, Dana Yağı, Su, Nişasta, Tuz, Baharat Karışımı, Bitkisel Lif, Süt Proteini, stabilizör(E450-E451, Sarımsak, Hardal Tozu, antioksidan(E300-E316, Koruyucu (E250","Et, Tavuk, Balık"
233,Apikoğlu Çemeni Sıyrılmış Çerezlik Pastırma,"Dana Eti, Tuz, Çemen(buy Otu Tohumu Unu, Toz Kırmızı Biber, Sarımsak, Burçak Unu, Buğday Unu, koruyucu(E250","Et, Tavuk, Balık"
234,Apikoğlu Dana Et Çubukları Atıştırmalık Acılı,"Dana Eti, Dana Yağı, Tuz, Bitkisel Lif, Acı Toz biber(%1, Baharat Karışımı, stabilizör(E452, antioksidan(E300, koruyucu(E250","Et, Tavuk, Balık"
235,Apikoğlu Dana Jambon,"Dana Eti, Su, Nişasta, Tuz, Baharat Karışımı, stabilizör(E452, Antioksidan (E300) .koruyucu(E250","Et, Tavuk, Balık"
236,Apikoğlu Dana Kangal Sucuk Kg,"Dana Eti, Dana Yağı, Tuz, Toz Kırmızı Biber, Kimyon, Sarımsak, stabilizör(E452, antioksidan(E300, koruyucu(E250","Et, Tavuk, Balık"
237,Apikoğlu Dana Kavurma Kg,"Dana Eti Ve Yağı, Tuz","Et, Tavuk, Balık"
238,Apikoğlu Dana Parmak Sucuk Kg,"Dana Eti, Dana Yağı, Tuz, Toz Kırmızı Biber, Kimyon, Sarımsak, stabilizör(E452, antioksidan(E300, koruyucu(E250","Et, Tavuk, Balık"
239,Apikoğlu Dana Pastırma (Parça),"Dana Eti, Çemen (buy Otu Tohumu Unu, Toz Kırmızı Biber, Sarımsak, Buğdayunu, Tuz, Koruyucu (E250","Et, Tavuk, Balık"
240,Apikoğlu Dana Sucuk,"Dana Eti, Dana Yağı, Tuz, Toz Kırmızı Biber, Kimyon, Sarımsak, stabilizör(E452, antioksidan(E300, koruyucu(E250","Et, Tavuk, Balık"
241,Apikoğlu Dana Tavalık Sucuk,"Dana Eti, Dana Yağı, Tuz, Toz Kırmızıbiber, Kimyon, Karabiber, Sarımsak, stabilizör(E452, antioksidan(E300, koruyucu(E250, Yağ Oranı En Çok %40","Et, Tavuk, Balık"
242,Apikoğlu Frankfurter Sosis Kg,"Dana Eti, Dana Yağı, Su, Nişasta, Tuz, Baharat Karışımı, Bitkisel Lif, Süt Proteini, Stabilizör (E450-E451, Antioksidan (E300-E316, Koruyucu (E250","Et, Tavuk, Balık"
243,Apikoğlu Kars Gravyerli Sosis Kg,"Dana Eti, Dana Yağı, Su, 7 Gravyer Peyniri(pastörize Inek Sütü, Tuz, Peynir Mayası, Nişasta, Tuz, Baharat Karışımı, Bitkisel Lif, stabilizör(E450-E451, antioksidan(E300-E316, koruyucu(E250","Et, Tavuk, Balık"
244,Apikoğlu Klasik Dana Sucuk Kg,"Dana Eti(but Ve Antrikot, Dana Yağı, Tuz, Toz Kırmızı Biber, Kimyon, Sarımsak, Karabiber, antioksidan(E300, koruyucu(E250","Et, Tavuk, Balık"
245,Aptamil 1 Bebek Sütü 0-6 Ay,"Laktoz (sütten, Bitkisel Yağlar (palm, Kanola, Hindistan Cevizi, Yüksekoleikli Ayçiçek Yağı, Ayçiçek Yağı, Demineralize Peyniraltı Suyu (sütten, Yağsız Süt Tozu, Galakto-oligosakkarit (sütten, Peyniraltı Suyu Protein Konsantresi (sütten, Frukto-oligosakkarit, Kalsiyum Fosfat, Balık Yağı, Potasyum Sitrat, Potasyum Klorür, Emülgatör (soya Lesitini, Sodyum Sitrat, Magnezyum Klorür, Kolin Klorür, L-askorbik Asit, Taurin, Sodyum L-Askorbat, İnositol, Demir Sülfat, Çinko Sülfat, Sitidin 5'-monofosfat, Üridin 5'-monofosfat Sodyum Tuzu, Dl-alfa Tokoferol Asetat, Adenosin 5'-monofosfat, Inosin 5'-monofosfat Sodyum Tuzu, L-karnitin, Nikotinamid, Guanozin 5'-monofosfat Sodyum Tuzu, Kalsiyum Karbonat, L-triptofan, Kalsiyum D -pantotenat, Bakır Sülfat, Retinil Palmitat, Dl-alfa Tokoferol, Tiamin Hidroklorür, Kolekalsiferol, Riboflavin, Pridoksin Hidroklorür, Mangan Sülfat, Fiterolmonoglutamik Asit, Potasyum Iyodür, Fitomenadyon, Sodyum Selenit, D-biotin, Siyanokobalamin",Bebek Ürünleri
246,Aptamil 1 Bebek Sütü 0-6 Ay Akıllı Kutu,"Laktoz (sütten, Bitkisel Yağlar (palm, Kanola, Hindistan Cevizi, Yüksekoleikli Ayçiçek Yağı, Ayçiçek Yağı, Demineralize Peyniraltı Suyu (sütten, Yağsız Süt Tozu, Galakto-oligosakkarit (sütten, Peyniraltı Suyu Protein Konsantresi (sütten, Frukto-oligosakkarit, Kalsiyum Fosfat, Balık Yağı, Potasyum Sitrat, Potasyum Klorür, Emülgatör (soya Lesitini, Sodyum Sitrat, Magnezyum Klorür, Kolin Klorür, L-askorbik Asit, Taurin, Sodyum L-Askorbat, İnositol, Demir Sülfat, Çinko Sülfat, Sitidin 5'-monofosfat, Üridin 5'-monofosfat Sodyum Tuzu, Dl-alfa Tokoferol Asetat, Adenosin 5'-monofosfat, Inosin 5'-monofosfat Sodyum Tuzu, L-karnitin, Nikotinamid, Guanozin 5'-monofosfat Sodyum Tuzu, Kalsiyum Karbonat, L-triptofan, Kalsiyum D -pantotenat, Bakır Sülfat, Retinil Palmitat, Dl-alfa Tokoferol, Tiamin Hidroklorür, Kolekalsiferol, Riboflavin, Pridoksin Hidroklorür, Mangan Sülfat, Fiterolmonoglutamik Asit, Potasyum Iyodür, Fitomenadyon, Sodyum Selenit, D-biotin, Siyanokobalamin",Bebek Ürünleri
247,Aptamil 1 Bebek Sütü 0-6 Ay Akıllı Kutu,"Laktoz (sütten, Bitkisel Yağlar (palm, Kanola, Hindistan Cevizi, Yüksekoleikli Ayçiçek Yağı, Ayçiçek Yağı, Demineralize Peyniraltı Suyu (sütten, Yağsız Süt Tozu, Galakto-oligosakkarit (sütten, Peyniraltı Suyu Protein Konsantresi (sütten, Frukto-oligosakkarit, Kalsiyum Fosfat, Balık Yağı, Potasyum Sitrat, Potasyum Klorür, Emülgatör (soya Lesitini, Sodyum Sitrat, Magnezyum Klorür, Kolin Klorür, L-askorbik Asit, Taurin, Sodyum L-Askorbat, İnositol, Demir Sülfat, Çinko Sülfat, Sitidin 5'-monofosfat, Üridin 5'-monofosfat Sodyum Tuzu, Dl-alfa Tokoferol Asetat, Adenosin 5'-monofosfat, Inosin 5'-monofosfat Sodyum Tuzu, L-karnitin, Nikotinamid, Guanozin 5'-monofosfat Sodyum Tuzu, Kalsiyum Karbonat, L-triptofan, Kalsiyum D -pantotenat, Bakır Sülfat, Retinil Palmitat, Dl-alfa Tokoferol, Tiamin Hidroklorür, Kolekalsiferol, Riboflavin, Pridoksin Hidroklorür, Mangan Sülfat, Fiterolmonoglutamik Asit, Potasyum Iyodür, Fitomenadyon, Sodyum Selenit, D-biotin, Siyanokobalamin",Bebek Ürünleri
248,Aptamil 1 İçime Hazır Bebek Sütü 0-6 Ay,,Bebek Ürünleri
249,Aptamil 2 Devam Sütü 6-9 Ay,"Laktoz (sütten, Bitkisel Yağlar (palm Yağı, Kanola Yağı, Hindistan Cevizi Yağı, Yüksek Oleikli Ayçiçek Yağı, Ayçiçek Yağı, Yağsız Süt Tozu(sütten, Demineralize Peyniraltı Suyu (sütten, Galakto-oligosakkarit (sütten, Peynir Altı Suyu Protein Konsantresi (sütten, Frukto-oligosakkarit, Kalsiyum Fosfat, Potasyum Sitrat, Balık Yağı, Emülgatör (soya Lesitini, Kalsiyum Klorür, Sodyum Sitrat, Magnezyum Klorür, Potasyum Klorür, L-askorbik Asit, Sodyum L-Askorbat, Taurin, Kolin Klorür, Demir Sülfat, Inositol, Çinko Sülfat, Sitidin 5'-monofosfat, Üridin 5'-monofosfat Sodyum Tuzu, Dl-alfa Tokoferol Asetat, L-triptofan, Adenozin 5'-monofosfat, Inozin 5'-monofosfat Sodyum Tuzu, Nikotinamid, Kalsiyum Karbonat, Guanozin 5'-monofosfat Sodyum Tuzu, Kalsiyum D-Pantotenat, L-karnitin, Bakır Sülfat, Retinil Palmitat, Dl-alfa Tokoferol, Tiamin Hidroklorür, Kolekalsiferol, Pridoksin Hidroklorür, Riboflavin, Fiterolmonoglutamik Asit, Mangan Sülfat, Potasyum Iyodür, Fitomenadyon, Sodyum Selenit, D-biotin",Bebek Ürünleri
250,Aptamil 2 Devam Sütü 6-9 Ay Akıllı Kutu,"Laktoz (sütten, Bitkisel Yağlar (palm Yağı, Kanola Yağı, Hindistan Cevizi Yağı, Yüksek Oleikli Ayçiçek Yağı, Ayçiçek Yağı, Yağsız Süt Tozu(sütten, Demineralize Peyniraltı Suyu (sütten, Galakto-oligosakkarit (sütten, Peynir Altı Suyu Protein Konsantresi (sütten, Frukto-oligosakkarit, Kalsiyum Fosfat, Potasyum Sitrat, Balık Yağı, Emülgatör (soya Lesitini, Kalsiyum Klorür, Sodyum Sitrat, Magnezyum Klorür, Potasyum Klorür, L-askorbik Asit, Sodyum L-Askorbat, Taurin, Kolin Klorür, Demir Sülfat, İnositol, Çinko Sülfat, Sitidin 5'-monofosfat, Üridin 5'-monofosfat Sodyum Tuzu, Dl-alfa Tokoferol Asetat, L-triptofan, Adenozin 5'-monofosfat, Inozin 5'-monofosfat Sodyum Tuzu, Nikotinamid, Kalsiyum Karbonat, Guanozin 5'-monofosfat Sodyum Tuzu, Kalsiyum D-Pantotenat, L-karnitin, Bakır Sülfat, Retinil Palmitat, Dl-alfa Tokoferol, Tiamin Hidroklorür, Kolekalsiferol, Pridoksin Hidroklorür, Riboflavin, Fiterolmonoglutamik Asit, Mangan Sülfat, Potasyum Iyodür, Fitomenadyon, Sodyum Selenit, D-biotin",Bebek Ürünleri
251,Aptamil 4 Ve Aptamil 4 Çocuk Devam Sütü 1 Yaş+,"Laktoz (sütten, Bitkisel Yağlar (palm Yağı, Kanola Yağı, Hindistan Cevizi Yağı, Yüksek Oleikli Ayçiçek Yağı, Ayçiçek Yağı, Yağsız Süt Tozu(sütten, Demineralize Peyniraltı Suyu (sütten, Galakto-oligosakkarit (sütten, Peynir Altı Suyu Protein Konsantresi (sütten, Frukto-oligosakkarit, Kalsiyum Fosfat, Potasyum Sitrat, Balık Yağı, Emülgatör (soya Lesitini, Kalsiyum Klorür, Sodyum Sitrat, Magnezyum Klorür, Potasyum Klorür, L-askorbik Asit, Sodyum L-Askorbat, Taurin, Kolin Klorür, Demir Sülfat, İnositol, Çinko Sülfat, Sitidin 5'-monofosfat, Üridin 5'-monofosfat Sodyum Tuzu, Dl-alfa Tokoferol Asetat, L-triptofan, Adenozin 5'-monofosfat, Inozin 5'-monofosfat Sodyum Tuzu, Nikotinamid, Kalsiyum Karbonat, Guanozin 5'-monofosfat Sodyum Tuzu, Kalsiyum D-Pantotenat, L-karnitin, Bakır Sülfat, Retinil Palmitat, Dl-alfa Tokoferol, Tiamin Hidroklorür, Kolekalsiferol, Pridoksin Hidroklorür, Riboflavin, Fiterolmonoglutamik Asit, Mangan Sülfat, Potasyum Iyodür, Fitomenadyon, Sodyum Selenit, D-biotin",Bebek Ürünleri
252,Aptamil 5 Çocuk Devam Sütü 2 Yaş + Akıllı Kutu,"Laktoz (sütten, Bitkisel Yağlar (palm Yağı, Kanola Yağı, Hindistan Cevizi Yağı, Yüksek Oleikli Ayçiçek Yağı, Ayçiçek Yağı, Yağsız Süt Tozu(sütten, Demineralize Peyniraltı Suyu (sütten, Galakto-oligosakkarit (sütten, Peynir Altı Suyu Protein Konsantresi (sütten, Frukto-oligosakkarit, Kalsiyum Fosfat, Potasyum Sitrat, Balık Yağı, Emülgatör (soya Lesitini, Kalsiyum Klorür, Sodyum Sitrat, Magnezyum Klorür, Potasyum Klorür, L-askorbik Asit, Sodyum L-Askorbat, Taurin, Kolin Klorür, Demir Sülfat, Inositol, Çinko Sülfat, Sitidin 5'-monofosfat, Üridin 5'-monofosfat Sodyum Tuzu, Dl-alfa Tokoferol Asetat, L-triptofan, Adenozin 5'-monofosfat, Inozin 5'-monofosfat Sodyum Tuzu, Nikotinamid, Kalsiyum Karbonat, Guanozin 5'-monofosfat Sodyum Tuzu, Kalsiyum D-Pantotenat, L-karnitin, Bakır Sülfat, Retinil Palmitat, Dl-alfa Tokoferol, Tiamin Hidroklorür, Kolekalsiferol, Pridoksin Hidroklorür, Riboflavin, Fiterolmonoglutamik Asit, Mangan Sülfat, Potasyum Iyodür, Fitomenadyon, Sodyum Selenit, D-biotin",Bebek Ürünleri
